rsid,Magnitude,Repute,Summary
Rs121918188(G;G),0,Good,common in clinvar
Rs121918189(C;C),0,Good,common in clinvar
Rs121918190(G;G),0,Good,common in clinvar
Rs121918191(T;T),0,Good,common in clinvar
Rs121918192(C;C),0,Good,common in clinvar
Rs121918193(G;G),0,Good,common in clinvar
Rs121918194(A;A),0,Good,common in clinvar
Rs121918195(C;C),0,Good,common in clinvar
Rs121918196(G;G),0,Good,common in clinvar
Rs121918197(A;A),0,Good,common in clinvar
Rs121918198(A;A),0,Good,common in clinvar
Rs121918199(C;C),0,Good,common in clinvar
Rs121918200(G;G),0,Good,common in clinvar
Rs121918201(A;A),0,Good,common in clinvar
Rs121918202(C;C),0,Good,common in clinvar
Rs121918203(C;C),0,Good,common in clinvar
Rs121918204(C;C),0,Good,common in clinvar
Rs121918205(C;C),0,Good,common in clinvar
Rs121918206(C;C),0,Good,common in clinvar
Rs121918207(G;G),0,Good,common in clinvar
Rs121918208(G;G),0,Good,common in clinvar
Rs121918209(A;A),0,Good,common in clinvar
Rs121918210(G;G),0,Good,common in clinvar
Rs121918211(G;G),0,Good,common in clinvar
Rs121918212(C;C),0,Good,common in clinvar
Rs121918213(T;T),0,Good,common in clinvar
Rs121918214(G;G),0,Good,common in clinvar
Rs121918215(C;C),0,Good,common in clinvar
Rs121918216(C;C),0,Good,common in clinvar
Rs121918217(G;G),0,Good,common in clinvar
Rs121918218(G;G),0,Good,common in clinvar
Rs121918219(G;G),0,Good,common in clinvar
Rs121918220(T;T),0,Good,common in clinvar
Rs121918221(G;G),0,Good,common in clinvar
Rs121918222(C;C),0,Good,common in clinvar
Rs121918223(C;C),0,Good,common in clinvar
Rs121918224(C;C),0,Good,common in clinvar
Rs121918225(C;C),0,Good,common in clinvar
Rs121918226(C;C),0,Good,common in clinvar
Rs121918227(G;G),0,Good,common in clinvar
Rs121918227(C;C),8,Bad,"Parkinson's mutation, type 9, early-onset"
Rs121918228(C;C),0,Good,common in clinvar
Rs121918229(A;A),0,Good,common in clinvar
Rs121918230(A;A),0,Good,common in clinvar
Rs121918231(G;G),0,Good,common in clinvar
Rs121918232(A;A),0,Good,common in clinvar
Rs121918233(G;G),0,Good,common in clinvar
Rs121918234(G;G),0,Good,common in clinvar
Rs121918235(C;C),0,Good,common in clinvar
Rs121918236(G;G),0,Good,common in clinvar
Rs121918237(G;G),0,Good,common in clinvar
Rs121918238(C;C),0,Good,common in clinvar
Rs121918239(G;G),0,Good,common in clinvar
Rs121918240(T;T),0,Good,common in clinvar
Rs121918240(C;C),8,Bad,"methylmalonic aciduria, cblC type"
Rs121918241(C;C),0,Good,common in clinvar
Rs121918241(T;T),8,Bad,"methylmalonic aciduria, cblC type"
Rs121918242(C;C),0,Good,common in clinvar
Rs121918242(T;T),8,Bad,"methylmalonic aciduria, cblC type"
Rs121918243(G;G),0,Good,common in clinvar
Rs121918243(A;A),8,Bad,"methylmalonic aciduria, cblC type"
Rs121918244(C;C),0,Good,common in clinvar
Rs121918245(C;C),0,Good,common in clinvar
Rs121918248(C;C),0,Good,common in clinvar
Rs121918248(T;T),8.8,Bad,Methylmalonic aciduria (predicted)
Rs121918249(T;T),0,Good,common in clinvar
Rs121918249(C;C),8.8,Bad,Methylmalonic aciduria (predicted)
Rs121918250(C;C),0,Good,common in clinvar
Rs121918251(G;G),0,Good,common in clinvar
Rs121918251(A;A),8.8,Bad,Methylmalonic aciduria (predicted)
Rs121918252(G;G),0,Good,common in clinvar
Rs121918252(T;T),8.8,Bad,Methylmalonic aciduria (predicted)
Rs121918253(G;G),0,Good,common in clinvar
Rs121918253(T;T),8.8,Bad,Methylmalonic aciduria (predicted)
Rs121918254(G;G),0,Good,common in clinvar
Rs121918254(A;A),8.8,Bad,Methylmalonic aciduria (predicted)
Rs121918255(G;G),0,Good,common in clinvar
Rs121918256(A;A),0,Good,common in clinvar
Rs121918256(T;T),8.8,Bad,Methylmalonic aciduria (predicted)
Rs121918257(C;C),0,Good,common in clinvar
Rs121918257(T;T),8.8,Bad,Methylmalonic aciduria (predicted)
Rs121918258(G;G),0,Good,common in clinvar
Rs121918258(A;A),8.8,Bad,Methylmalonic aciduria (predicted)
Rs121918259(C;C),0,Good,common in clinvar
Rs121918260(C;C),0,Good,common in clinvar
Rs121918262(C;C),0,Good,common in clinvar
Rs121918263(C;C),0,Good,common in clinvar
Rs121918264(T;T),0,Good,common in clinvar
Rs121918265(A;A),0,Good,common in clinvar
Rs121918266(ATA;ATA),0,Good,common in clinvar
Rs121918267(C;C),0,Good,common in clinvar
Rs121918268(C;C),0,Good,common in clinvar
Rs121918269(C;C),0,Good,common in clinvar
Rs121918270(G;G),0,Good,common in clinvar
Rs121918271(G;G),0,Good,common in clinvar
Rs121918272(T;T),0,Good,common in clinvar
Rs121918273(G;G),0,Good,common in clinvar
Rs121918274(G;G),0,Good,common in clinvar
Rs121918275(T;T),0,Good,common in clinvar
Rs121918276(A;A),0,Good,common in clinvar
Rs121918277(C;C),0,Good,common in clinvar
Rs121918278(C;C),0,Good,common in clinvar
Rs121918279(C;C),0,Good,common in clinvar
Rs121918280(G;G),0,Good,common in clinvar
Rs121918281(C;C),0,Good,common in clinvar
Rs121918282(T;T),0,Good,common in clinvar
Rs121918283(ATC;ATC),0,Good,common in clinvar
Rs121918284(G;G),0,Good,common in clinvar
Rs121918285(C;C),0,Good,common in clinvar
Rs121918286(C;C),0,Good,common in clinvar
Rs121918287(G;G),0,Good,common in clinvar
Rs121918288(T;T),0,Good,common in clinvar
Rs121918289(G;G),0,Good,common in clinvar
Rs121918290(G;G),0,Good,common in clinvar
Rs121918291(A;A),0,Good,common in clinvar
Rs121918292(C;C),0,Good,common in clinvar
Rs121918293(C;C),0,Good,common in clinvar
Rs121918294(C;C),0,Good,common in clinvar
Rs121918295(C;C),0,Good,common in clinvar
Rs121918296(G;G),0,Good,common in clinvar
Rs121918297(C;C),0,Good,common in clinvar
Rs121918298(G;G),0,Good,common in clinvar
Rs121918299(T;T),0,Good,common in clinvar
Rs121918300(T;T),0,Good,common in clinvar
Rs121918301(C;C),0,Good,common in clinvar
Rs121918302(G;G),0,Good,common in clinvar
Rs121918303(A;A),0,Good,common in clinvar
Rs121918304(C;C),0,Good,common in clinvar
Rs121918304(T;T),7,Bad,"Parkinson disease, type 15"
Rs121918305(C;C),0,Good,common in clinvar
Rs121918306(T;T),0,Good,common in clinvar
Rs121918307(C;C),0,Good,common in clinvar
Rs121918308(G;G),0,Good,common in clinvar
Rs121918309(G;G),0,Good,common in clinvar
Rs121918310(C;C),0,Good,common in clinvar
Rs121918311(G;G),0,Good,common in clinvar
Rs121918312(C;C),0,Good,common in clinvar
Rs121918313(C;C),0,Good,common in clinvar
Rs121918314(C;C),0,Good,common in clinvar
Rs121918317(G;G),0,Good,common in clinvar
Rs121918318(G;G),0,Good,common in clinvar
Rs121918319(T;T),0,Good,common in clinvar
Rs121918320(T;T),0,Good,common in clinvar
Rs121918321(C;C),0,Good,common in clinvar
Rs121918322(G;G),0,Good,common in clinvar
Rs121918323(G;G),0,Good,common in clinvar
Rs121918324(C;C),0,Good,common in clinvar
Rs121918325(C;C),0,Good,common in clinvar
Rs121918326(A;A),0,Good,common in clinvar
Rs121918327(C;C),0,Good,common in clinvar
Rs121918328(G;G),0,Good,common in clinvar
Rs121918329(A;A),0,Good,common in clinvar
Rs121918330(C;C),0,Good,common in clinvar
Rs121918331(G;G),0,Good,common in clinvar
Rs121918332(A;A),0,Good,common in clinvar
Rs121918333(A;A),0,Good,common in clinvar
Rs121918334(C;C),0,Good,common in clinvar
Rs121918335(G;G),0,Good,common in clinvar
Rs121918336(A;A),0,Good,common in clinvar
Rs121918337(C;C),0,Good,common in clinvar
Rs121918338(C;C),0,Good,common in clinvar
Rs121918339(C;C),0,Good,common in clinvar
Rs121918340(A;A),0,Good,common in clinvar
Rs121918341(C;C),0,Good,common in clinvar
Rs121918342(C;C),0,Good,common in clinvar
Rs121918343(C;C),0,Good,common in clinvar
Rs121918344(C;C),0,Good,common in clinvar
Rs121918344(T;T),4,Bad,Complete achromatopsia (color-blindness)
Rs121918345(C;C),0,Good,common in clinvar
Rs121918346(A;A),0,Good,common genotype
Rs121918347(G;G),0,Good,common in clinvar
Rs121918348(G;G),0,Good,common in clinvar
Rs121918349(C;C),0,Good,common in clinvar
Rs121918350(C;C),0,Good,common in clinvar
Rs121918351(G;G),0,Good,common in clinvar
Rs121918352(T;T),0,Good,common in clinvar
Rs121918353(G;G),0,Good,common in clinvar
Rs121918354(C;C),0,Good,common in clinvar
Rs121918355(C;C),0,Good,common in clinvar
Rs121918356(C;C),0,Good,common in clinvar
Rs121918357(G;G),0,Good,common in clinvar
Rs121918358(T;T),0,Good,common in clinvar
Rs121918359(C;C),0,Good,common in clinvar
Rs121918360(A;A),0,Good,common in clinvar
Rs121918361(G;G),0,Good,common in clinvar
Rs121918362(G;G),0,Good,common in clinvar
Rs121918363(A;A),0,Good,common in clinvar
Rs121918364(A;A),0,Good,common in clinvar
Rs121918365(G;G),0,Good,common in clinvar
Rs121918366(C;C),0,Good,common in clinvar
Rs121918367(G;G),0,Good,common in clinvar
Rs121918368(C;C),0,Good,common in clinvar
Rs121918369(G;G),0,Good,common in clinvar
Rs121918370(C;C),0,Good,common in clinvar
Rs121918371(A;A),0,Good,common in clinvar
Rs121918374(G;G),0,Good,common in clinvar
Rs121918375(G;G),0,Good,common in clinvar
Rs121918376(C;C),0,Good,common in clinvar
Rs121918377(G;G),0,Good,common in clinvar
Rs121918378(G;G),0,Good,common in clinvar
Rs121918379(G;G),0,Good,common in clinvar
Rs121918380(C;C),0,Good,common in clinvar
Rs121918381(A;A),0,Good,common in clinvar
Rs121918382(A;A),0,Good,common in clinvar
Rs121918383(C;C),0,Good,common in clinvar
Rs121918384(GT;GT),0,Good,common in clinvar
Rs121918385(G;G),0,Good,common in clinvar
Rs121918386(C;C),0,Good,common in clinvar
Rs121918387(A;A),0,Good,common in clinvar
Rs121918388(C;C),0,Good,common in clinvar
Rs121918389(C;C),0,Good,common in clinvar
Rs121918390(C;C),0,Good,common in clinvar
Rs121918391(T;T),0,Good,common in clinvar
Rs121918392(G;G),0,Good,common in clinvar
Rs121918393(C;C),0,Good,common in clinvar
Rs121918393(A;A),6,,Two copies of ApoE3 Christchurch variant (apparently)
Rs121918394(A;A),0,Good,common in clinvar
Rs121918395(C;C),0,Good,common in clinvar
Rs121918396(G;G),0,Good,common in clinvar
Rs121918397(G;G),0,Good,common in clinvar
Rs121918398(G;G),0,Good,common in clinvar
Rs121918399(C;C),0,Good,common in clinvar
Rs121918400(C;C),0,Good,common in clinvar
Rs121918400(G;G),3,Bad,hereditary hemorrhagic telangiectasia
Rs121918401(G;G),0,Good,common in clinvar
Rs121918401(T;T),3,Bad,hereditary hemorrhagic telangiectasia
Rs121918402(C;C),0,Good,common in clinvar
Rs121918402(A;A),3,Bad,hereditary hemorrhagic telangiectasia
Rs121918403(G;G),0,Good,common in clinvar
Rs121918404(G;G),0,Good,common in clinvar
Rs121918405(C;C),0,Good,common in clinvar
Rs121918406(C;C),0,Good,common in clinvar
Rs121918407(T;T),0,Good,common in clinvar
Rs121918408(G;G),0,Good,common in clinvar
Rs121918409(T;T),0,Good,common in clinvar
Rs121918410(A;A),0,Good,common in clinvar
Rs121918411(G;G),0,Good,common in clinvar
Rs121918412(A;A),0,Good,common in clinvar
Rs121918413(C;C),0,Good,common in clinvar
Rs121918414(A;A),0,Good,common in clinvar
Rs121918415(C;C),0,Good,common in clinvar
Rs121918416(G;G),0,Good,common in clinvar
Rs121918417(C;C),0,Good,common in clinvar
Rs121918418(C;C),0,Good,common in clinvar
Rs121918419(C;C),0,Good,common in clinvar
Rs121918419(T;T),5,Bad,Glycogen storage disease type 0
Rs121918420(C;C),0,Good,common in clinvar
Rs121918421(G;G),0,Good,common in clinvar
Rs121918422(T;T),0,Good,common in clinvar
Rs121918423(A;A),0,Good,common in clinvar
Rs121918424(T;T),0,Good,common in clinvar
Rs121918425(C;C),0,Good,common in clinvar
Rs121918426(C;C),0,Good,common in clinvar
Rs121918427(C;C),0,Good,common in clinvar
Rs121918428(G;G),0,Good,common in clinvar
Rs121918440(C;C),0,Good,common in clinvar
Rs121918441(C;C),0,Good,common in clinvar
Rs121918442(C;C),0,Good,common in clinvar
Rs121918443(T;T),0,Good,common in clinvar
Rs121918444(G;G),0,Good,common in clinvar
Rs121918445(G;G),0,Good,common in clinvar
Rs121918446(C;C),0,Good,common in clinvar
Rs121918447(T;T),0,Good,common in clinvar
Rs121918447(C;C),3,Bad,"Likely miscall if from Ancestry data; otherwise, Glanzmann's thrombasthenia mutation(s)"
Rs121918448(C;C),0,Good,common in clinvar
Rs121918449(G;G),0,Good,common in clinvar
Rs121918450(C;C),0,Good,common in clinvar
Rs121918451(G;G),0,Good,common in clinvar
Rs121918452(T;T),0,Good,common in clinvar
Rs121918453(G;G),0,Good,common in clinvar
Rs121918454(C;C),0,Good,common in clinvar
Rs121918455(A;A),0,Good,common in clinvar
Rs121918456(A;A),0,Good,common in clinvar
Rs121918457(C;C),0,Good,common in clinvar
Rs121918458(T;T),0,Good,common in clinvar
Rs121918459(A;A),0,Good,common in clinvar
Rs121918460(T;T),0,Good,common in clinvar
Rs121918461(A;A),0,Good,common in clinvar
Rs121918462(C;C),0,Good,common in clinvar
Rs121918463(T;T),0,Good,common in clinvar
Rs121918464(G;G),0,Good,common in clinvar
Rs121918465(A;A),0,Good,common in clinvar
Rs121918466(A;A),0,Good,common in clinvar
Rs121918467(C;C),0,Good,common in clinvar
Rs121918468(G;G),0,Good,common in clinvar
Rs121918469(G;G),0,Good,common in clinvar
Rs121918470(A;A),0,Good,common in clinvar
Rs121918471(GGT;GGT),0,Good,common in clinvar
Rs121918472(T;T),0,Good,common in clinvar
Rs121918473(A;A),0,Good,common in clinvar
Rs121918474(A;A),0,Good,common in clinvar
Rs121918475(C;C),0,Good,common in clinvar
Rs121918476(C;C),0,Good,common in clinvar
Rs121918477(C;C),0,Good,common in clinvar
Rs121918478(C;C),0,Good,common in clinvar
Rs121918479(C;C),0,Good,common in clinvar
Rs121918480(G;G),0,Good,common in clinvar
Rs121918481(T;T),0.1,Good,Normal. Not prothrombin Himi 1.
Rs121918481(C;C),2,Bad,Increased risk of dysprothrombinemia. Prothrombin Himi 1.
Rs121918482(G;G),0,Good,common in clinvar
Rs121918483(G;G),0,Good,common in clinvar
Rs121918484(G;G),0,Good,common in clinvar
Rs121918485(G;G),0,Good,common in clinvar
Rs121918486(C;C),0,Good,common in clinvar
Rs121918487(G;G),0,Good,common in clinvar
Rs121918488(T;T),0,Good,common in clinvar
Rs121918489(T;T),0,Good,common in clinvar
Rs121918490(C;C),0,Good,common in clinvar
Rs121918491(G;G),0,Good,common in clinvar
Rs121918492(C;C),0,Good,common in clinvar
Rs121918493(A;A),0,Good,common in clinvar
Rs121918494(C;C),0,Good,common in clinvar
Rs121918495(A;A),0,Good,common in clinvar
Rs121918496(C;C),0,Good,common in clinvar
Rs121918497(A;A),0,Good,common in clinvar
Rs121918498(CG;CG),0,Good,common in clinvar
Rs121918499(G;G),0,Good,common in clinvar
Rs121918500(A;A),0,Good,common in clinvar
Rs121918501(T;T),0,Good,common in clinvar
Rs121918502(C;C),0,Good,common in clinvar
Rs121918503(ACG;ACG),0,Good,common in clinvar
Rs121918504(G;G),0,Good,common in clinvar
Rs121918505(T;T),0,Good,common in clinvar
Rs121918506(A;A),0,Good,common in clinvar
Rs121918507(A;A),0,Good,common in clinvar
Rs121918508(G;G),0,Good,common in clinvar
Rs121918509(G;G),0,Good,common in clinvar
Rs121918510(A;A),0,Good,common in clinvar
Rs121918511(C;C),0,Good,common in clinvar
Rs121918512(T;T),0,Good,common in clinvar
Rs121918513(G;G),0,Good,common in clinvar
Rs121918514(G;G),0,Good,common in clinvar
Rs121918515(A;A),0,Good,common in clinvar
Rs121918516(T;T),0,Good,common in clinvar
Rs121918517(A;A),0,Good,common in clinvar
Rs121918518(C;C),0,Good,common in clinvar
Rs121918519(C;C),0,Good,common in clinvar
Rs121918520(C;C),0,Good,common in clinvar
Rs121918521(C;C),0,Good,common in clinvar
Rs121918522(C;C),0,Good,common in clinvar
Rs121918523(A;A),0,Good,common in clinvar
Rs121918524(T;T),0,Good,common in clinvar
Rs121918525(C;C),0,Good,common in clinvar
Rs121918526(G;G),0,Good,common in clinvar
Rs121918527(C;C),0,Good,common in clinvar
Rs121918528(A;A),0,Good,common in clinvar
Rs121918529(C;C),0,Good,common in clinvar
Rs121918530(A;A),0,Good,common in clinvar
Rs121918531(G;G),0,Good,common in clinvar
Rs121918532(G;G),0,Good,common in clinvar
Rs121918536(C;C),0,Good,common on affy axiom data
Rs121918537(C;C),0,Good,common in clinvar
Rs121918538(T;T),0,Good,common in clinvar
Rs121918539(A;A),0,Good,common in clinvar
Rs121918540(C;C),0,Good,common in clinvar
Rs121918541(T;T),0,Good,common in clinvar
Rs121918542(C;C),0,Good,common in clinvar
Rs121918543(A;A),0,Good,common in clinvar
Rs121918544(G;G),0,Good,common in clinvar
Rs121918545(C;C),0,Good,common in clinvar
Rs121918546(A;A),0,Good,common in clinvar
Rs121918547(C;C),0,Good,common in clinvar
Rs121918548(C;C),0,Good,common in clinvar
Rs121918549(C;C),0,Good,common in clinvar
Rs121918550(T;T),0,Good,common in clinvar
Rs121918551(C;C),0,Good,common in clinvar
Rs121918552(G;G),0,Good,common in clinvar
Rs121918553(A;A),0,Good,common in clinvar
Rs121918554(A;A),0,Good,common in clinvar
Rs121918555(C;C),0,Good,common in clinvar
Rs121918556(A;A),0,Good,common in clinvar
Rs121918557(T;T),0,Good,common in clinvar
Rs121918558(A;A),0,Good,common in clinvar
Rs121918559(C;C),0,Good,common in clinvar
Rs121918560(T;T),0,Good,common in clinvar
Rs121918561(GCT;GCT),0,Good,common in clinvar
Rs121918562(CAC;CAC),0,Good,common in clinvar
Rs121918563(T;T),0,Good,common in clinvar
Rs121918564(C;C),0,Good,common in clinvar
Rs121918565(T;T),0,Good,common in clinvar
Rs121918566(G;G),0,Good,common in clinvar
Rs121918567(G;G),0,Good,common in clinvar
Rs121918568(C;C),0,Good,common in clinvar
Rs121918569(G;G),0,Good,common in clinvar
Rs121918570(C;C),0,Good,common in clinvar
Rs121918571(G;G),0,Good,common in clinvar
Rs121918572(C;C),0,Good,common in clinvar
Rs121918573(G;G),0,Good,common in clinvar
Rs121918574(C;C),0,Good,common in clinvar
Rs121918575(G;G),0,Good,common in clinvar
Rs121918576(C;C),0,Good,common in clinvar
Rs121918577(C;C),0,Good,common in clinvar
Rs121918578(G;G),0,Good,common in clinvar
Rs121918579(C;C),0,Good,common in clinvar
Rs121918580(C;C),0,Good,common in clinvar
Rs121918581(C;C),0,Good,common in clinvar
Rs121918582(C;C),0,Good,common in clinvar
Rs121918583(T;T),0,Good,common in clinvar
Rs121918584(T;T),0,Good,common in clinvar
Rs121918585(G;G),0,Good,common in clinvar
Rs121918586(G;G),0,Good,common in clinvar
Rs121918587(G;G),0,Good,common in clinvar
Rs121918588(G;G),0,Good,common in clinvar
Rs121918589(G;G),0,Good,common in clinvar
Rs121918590(TGC;TGC),0,Good,common in clinvar
Rs121918591(C;C),0,Good,common in clinvar
Rs121918592(G;G),0,Good,common
Rs121918593(G;G),0,Good,common
Rs121918594(G;G),0,Good,common
Rs121918595(C;C),0,Good,common
Rs121918596(GAG;GAG),0,Good,common
Rs121918597(C;C),0,Good,common in clinvar
Rs121918598(G;G),0,Good,common in clinvar
Rs121918599(C;C),0,Good,common in clinvar
Rs121918600(C;C),0,Good,common in clinvar
Rs121918601(A;A),0,Good,common in clinvar
Rs121918602(T;T),0,Good,common in clinvar
Rs121918603(C;C),0,Good,common in clinvar
Rs121918604(G;G),0,Good,common in clinvar
Rs121918605(A;A),0,Good,common in clinvar
Rs121918606(C;C),0,Good,common in clinvar
Rs121918607(G;G),0,Good,common in clinvar
Rs121918608(A;A),0,Good,common in clinvar
Rs121918609(C;C),0,Good,common in clinvar
Rs121918610(GC;GC),0,Good,common in clinvar
Rs121918611(G;G),0,Good,common in clinvar
Rs121918612(G;G),0,Good,common in clinvar
Rs121918613(A;A),0,Good,common in clinvar
Rs121918614(G;G),0,Good,common in clinvar
Rs121918615(C;C),0,Good,common in clinvar
Rs121918616(G;G),0,Good,common in clinvar
Rs121918617(T;T),0,Good,common in clinvar
Rs121918618(C;C),0,Good,common in clinvar
Rs121918619(C;C),0,Good,common in clinvar
Rs121918620(C;C),0,Good,common in clinvar
